CCAA;AÑO;SECTOR ;SEXO;Tasa de paro;%_inactivos;TASA_DE_ACTIVIDAD;%_ocup;%act_educ
            06 Cantabria;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;28.80;0.2;71.81;1.4;1.0
            07 Castilla y León;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;2.63;1.0;85.91;3.0;3.3
            08 Castilla - La Mancha;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;17.36;0.5;86.80;0.6;1.3
            09 Cataluña;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;7.40;0.5;100.00;0.9;1.5
            10 Comunitat Valenciana;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;1.44;0.9;63.98;1.4;1.9
            11 Extremadura;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;3.76;0.2;89.74;2.2;4.5
            12 Galicia;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;3.39;1.1;85.97;1.9;3.3
            13 Madrid, Comunidad de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;0.00;0.6;73.39;0.4;1.0
            14 Murcia, Región de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;0.00;0.2;93.26;2.2;2.5
            15 Navarra, Comunidad Foral de;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;0.00;2.1;88.23;3.5;6.3
            16 País Vasco;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;6.22;0.2;90.74;1.8;1.3
            17 Rioja, La;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;13.77;0.4;100.00;1.1;2.2
            18 Ceuta;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;0.00;..;100.00;..;..
            19 Melilla;2018;Agricultura, ganadería, pesca, silvicultura y veterinaria;Hombres;..;..;..;..;1.3
            01 Andalucía;2018;Salud y servicios sociales;Hombres;10.82;0.4;74.25;1.3;7.0
            02 Aragón;2018;Salud y servicios sociales;Hombres;8.87;1.2;75.45;2.5;5.8
            03 Asturias, Principado de;2018;Salud y servicios sociales;Hombres;8.27;0.4;74.15;2.0;6.2
            04 Balears, Illes;2018;Salud y servicios sociales;Hombres;7.25;0.7;87.72;1.4;6.4
            05 Canarias;2018;Salud y servicios sociales;Hombres;8.34;0.3;91.44;0.7;7.3
            06 Cantabria;2018;Salud y servicios sociales;Hombres;0.00;0.2;67.65;1.2;3.9
            07 Castilla y León;2018;Salud y servicios sociales;Hombres;4.03;1.3;81.81;2.1;5.4
            08 Castilla - La Mancha;2018;Salud y servicios sociales;Hombres;10.17;0.8;93.38;0.9;5.6
            09 Cataluña;2018;Salud y servicios sociales;Hombres;8.03;0.4;82.97;0.5;5.9
            10 Comunitat Valenciana;2018;Salud y servicios sociales;Hombres;5.41;0.3;69.03;1.6;5.7
            11 Extremadura;2018;Salud y servicios sociales;Hombres;6.26;0.6;76.37;1.9;6.3
            12 Galicia;2018;Salud y servicios sociales;Hombres;4.76;0.9;77.62;2.1;6.1
            13 Madrid, Comunidad de;2018;Salud y servicios sociales;Hombres;2.97;0.4;77.65;0.5;5.0
            14 Murcia, Región de;2018;Salud y servicios sociales;Hombres;0.00;0.4;82.43;1.9;6.8
            15 Navarra, Comunidad Foral de;2018;Salud y servicios sociales;Hombres;0.00;0.5;88.96;3.5;6.5
            16 País Vasco;2018;Salud y servicios sociales;Hombres;13.14;0.5;94.99;0.8;2.7
            17 Rioja, La;2018;Salud y servicios sociales;Hombres;0.00;0.3;93.21;1.9;2.7
            18 Ceuta;2018;Salud y servicios sociales;Hombres;13.52;..;100.00;..;1.4
            19 Melilla;2018;Salud y servicios sociales;Hombres;27.76;..;100.00;..;8.6
            01 Andalucía;2018;Servicios;Hombres;16.56;0.2;80.31;1.2;4.6
            02 Aragón;2018;Servicios;Hombres;2.12;1.4;72.05;1.9;4.3
            03 Asturias, Principado de;2018;Servicios;Hombres;10.83;1.1;72.63;1.6;2.9
            04 Balears, Illes;2018;Servicios;Hombres;0.00;0.3;74.39;1.2;6.7
            05 Canarias;2018;Servicios;Hombres;5.06;0.5;74.09;0.9;7.1
            06 Cantabria;2018;Servicios;Hombres;6.45;1.0;79.23;0.8;2.5
            07 Castilla y León;2018;Servicios;Hombres;14.28;0.9;80.69;2.0;3.4
            08 Castilla - La Mancha;2018;Servicios;Hombres;3.20;0.7;75.39;0.7;3.6
            09 Cataluña;2018;Servicios;Hombres;6.37;0.3;92.00;1.1;4.4
            10 Comunitat Valenciana;2018;Servicios;Hombres;27.46;0.3;87.96;1.3;4.7
            11 Extremadura;2018;Servicios;Hombres;10.67;0.8;92.64;2.3;3.4
            12 Galicia;2018;Servicios;Hombres;12.86;0.8;76.80;2.2;5.0
            13 Madrid, Comunidad de;2018;Servicios;Hombres;13.79;0.4;85.25;0.9;3.1
            14 Murcia, Región de;2018;Servicios;Hombres;19.08;0.7;63.22;1.4;5.1
            15 Navarra, Comunidad Foral de;2018;Servicios;Hombres;0.00;0.7;86.94;4.6;1.8
            16 País Vasco;2018;Servicios;Hombres;3.46;0.6;81.64;1.1;3.6
            17 Rioja, La;2018;Servicios;Hombres;22.74;0.6;78.46;1.3;1.4
            18 Ceuta;2018;Servicios;Hombres;33.30;..;67.38;..;5.3
            19 Melilla;2018;Servicios;Hombres;0.00;0.0;76.91;1.1;16.5
            01 Andalucía;2018;Sectores desconocidos o no especificados;Hombres;31.59;0.6;19.20;1.0;0.6
            02 Aragón;2018;Sectores desconocidos o no especificados;Hombres;0.00;1.0;35.00;3.2;0.1
            03 Asturias, Principado de;2018;Sectores desconocidos o no especificados;Hombres;0.00;1.1;20.53;1.5;..
            04 Balears, Illes;2018;Sectores desconocidos o no especificados;Hombres;22.59;0.0;51.28;0.2;1.0
            05 Canarias;2018;Sectores desconocidos o no especificados;Hombres;18.33;0.5;47.47;0.9;1.9
            06 Cantabria;2018;Sectores desconocidos o no especificados;Hombres;0.00;0.3;38.57;2.1;0.7
            07 Castilla y León;2018;Sectores desconocidos o no especificados;Hombres;30.09;0.4;36.01;1.9;0.6
            08 Castilla - La Mancha;2018;Sectores desconocidos o no especificados;Hombres;13.59;0.6;42.38;1.7;1.8
            09 Cataluña;2018;Sectores desconocidos o no especificados;Hombres;29.33;0.2;37.50;1.2;0.2
            10 Comunitat Valenciana;2018;Sectores desconocidos o no especificados;Hombres;57.55;0.7;9.84;1.0;0.4
            11 Extremadura;2018;Sectores desconocidos o no especificados;Hombres;66.39;0.8;10.46;2.0;0.2
            12 Galicia;2018;Sectores desconocidos o no especificados;Hombres;100.00;1.0;12.75;2.0;0.6
            13 Madrid, Comunidad de;2018;Sectores desconocidos o no especificados;Hombres;17.61;0.3;69.60;0.4;0.6
            14 Murcia, Región de;2018;Sectores desconocidos o no especificados;Hombres;0.00;1.2;31.27;1.9;..
            15 Navarra, Comunidad Foral de;2018;Sectores desconocidos o no especificados;Hombres;48.71;1.0;41.61;1.7;0.2
            16 País Vasco;2018;Sectores desconocidos o no especificados;Hombres;39.71;0.6;48.50;0.9;0.6
            17 Rioja, La;2018;Sectores desconocidos o no especificados;Hombres;59.69;0.0;16.77;0.5;2.7
            18 Ceuta;2018;Sectores desconocidos o no especificados;Hombres;100.00;..;55.99;..;0.0
            19 Melilla;2018;Sectores desconocidos o no especificados;Hombres;30.55;2.7;45.12;0.0;1.3
            01 Andalucía;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;27.20;0.5;59.28;1.4;19.2
            02 Aragón;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;12.58;0.5;53.96;3.7;17.9
            03 Asturias, Principado de;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;16.71;0.4;42.43;2.1;17.5
            04 Balears, Illes;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;13.68;0.3;62.45;0.2;27.0
            05 Canarias;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;25.64;0.8;61.15;0.9;25.7
            06 Cantabria;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;18.98;0.8;49.32;1.0;14.1
            07 Castilla y León;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;15.52;0.6;51.40;2.6;16.0
            08 Castilla - La Mancha;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;20.52;0.3;59.06;1.1;19.0
            09 Cataluña;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;14.63;0.0;56.81;1.0;17.7
            10 Comunitat Valenciana;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;21.63;1.2;58.96;1.3;20.4
            11 Extremadura;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;27.45;0.4;56.60;2.4;13.8
            12 Galicia;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;18.03;0.4;46.67;2.2;17.1
            13 Madrid, Comunidad de;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;18.13;0.5;58.32;0.7;23.2
            14 Murcia, Región de;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;17.94;0.2;59.45;1.6;16.7
            15 Navarra, Comunidad Foral de;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;9.11;0.6;48.80;2.6;14.9
            16 País Vasco;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;12.82;0.2;46.72;1.0;13.3
            17 Rioja, La;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;11.07;0.0;55.79;2.1;16.9
            18 Ceuta;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;21.23;0.0;61.47;1.7;28.0
            19 Melilla;2017;Formación general, formación básica de adultos y habilidades personales;Hombres;22.77;..;65.34;..;11.7
            01 Andalucía;2017;Educación;Hombres;20.11;0.2;60.04;1.1;11.3
            02 Aragón;2017;Educación;Hombres;0.00;0.8;62.03;2.0;10.9
            03 Asturias, Principado de;2017;Educación;Hombres;6.97;0.5;83.69;1.8;10.9
            04 Balears, Illes;2017;Educación;Hombres;0.00;0.2;61.65;0.2;8.8
            05 Canarias;2017;Educación;Hombres;5.15;0.1;74.75;1.3;11.8
            06 Cantabria;2017;Educación;Hombres;7.79;0.3;80.04;0.7;9.1
            07 Castilla y León;2017;Educación;Hombres;6.07;0.8;56.68;2.3;12.6
            08 Castilla - La Mancha;2017;Educación;Hombres;16.72;0.8;74.90;1.6;13.0
            09 Cataluña;2017;Educación;Hombres;6.90;0.2;66.65;0.5;9.2
            10 Comunitat Valenciana;2017;Educación;Hombres;10.54;0.1;65.90;1.2;9.5
            11 Extremadura;2017;Educación;Hombres;5.40;1.2;61.10;1.8;14.3
            12 Galicia;2017;Educación;Hombres;14.46;1.1;62.98;2.6;12.6
            13 Madrid, Comunidad de;2017;Educación;Hombres;8.35;0.5;79.66;0.7;9.2
            14 Murcia, Región de;2017;Educación;Hombres;0.00;1.1;57.81;2.1;12.2
            15 Navarra, Comunidad Foral de;2017;Educación;Hombres;14.51;0.5;84.20;3.1;11.4
            16 País Vasco;2017;Educación;Hombres;0.00;0.2;76.22;0.5;9.7
            17 Rioja, La;2017;Educación;Hombres;11.89;0.6;86.86;2.5;12.0
            18 Ceuta;2017;Educación;Hombres;0.00;..;87.26;..;17.3
            19 Melilla;2017;Educación;Hombres;0.00;1.6;63.04;0.0;13.1
            01 Andalucía;2017;Artes, humanidades y lenguas;Hombres;18.29;0.4;69.31;0.8;6.7
            02 Aragón;2017;Artes, humanidades y lenguas;Hombres;9.20;1.4;73.57;2.2;5.0
            03 Asturias, Principado de;2017;Artes, humanidades y lenguas;Hombres;29.39;1.2;71.55;2.7;5.6
            04 Balears, Illes;2017;Artes, humanidades y lenguas;Hombres;0.00;0.3;53.09;1.0;6.9
            05 Canarias;2017;Artes, humanidades y lenguas;Hombres;49.02;0.1;55.24;1.3;5.6
            06 Cantabria;2017;Artes, humanidades y lenguas;Hombres;11.73;0.3;78.81;1.5;4.0
            07 Castilla y León;2017;Artes, humanidades y lenguas;Hombres;13.22;0.9;65.73;2.2;5.5
            08 Castilla - La Mancha;2017;Artes, humanidades y lenguas;Hombres;13.25;0.3;79.12;1.2;4.8
            09 Cataluña;2017;Artes, humanidades y lenguas;Hombres;12.28;0.1;77.67;0.9;7.5
            10 Comunitat Valenciana;2017;Artes, humanidades y lenguas;Hombres;13.95;0.1;84.03;0.8;6.7
            11 Extremadura;2017;Artes, humanidades y lenguas;Hombres;7.55;0.5;61.55;2.0;4.1
            12 Galicia;2017;Artes, humanidades y lenguas;Hombres;11.56;1.1;81.03;2.3;6.2
            13 Madrid, Comunidad de;2017;Artes, humanidades y lenguas;Hombres;8.99;0.2;81.86;0.2;6.2
            14 Murcia, Región de;2017;Artes, humanidades y lenguas;Hombres;22.15;0.2;92.04;1.4;6.3
            15 Navarra, Comunidad Foral de;2017;Artes, humanidades y lenguas;Hombres;12.66;0.7;67.53;1.8;5.8
            16 País Vasco;2017;Artes, humanidades y lenguas;Hombres;18.86;0.3;75.49;0.8;6.1
            17 Rioja, La;2017;Artes, humanidades y lenguas;Hombres;0.00;0.3;74.91;1.7;4.9
            18 Ceuta;2017;Artes, humanidades y lenguas;Hombres;49.70;0.0;100.00;1.2;6.2
            19 Melilla;2017;Artes, humanidades y lenguas;Hombres;0.00;..;100.00;..;6.5
            01 Andalucía;2017;Ciencias sociales, periodismo y documentación;Hombres;6.03;1.4;89.97;3.3;3.7
            02 Aragón;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.0;93.49;2.9;3.8
            03 Asturias, Principado de;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.6;52.49;5.5;4.8
            04 Balears, Illes;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.2;78.36;2.7;2.9
            05 Canarias;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.5;68.19;4.9;3.9
            06 Cantabria;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;2.2;78.75;4.9;2.3
            07 Castilla y León;2017;Ciencias sociales, periodismo y documentación;Hombres;9.95;1.8;79.09;2.9;4.3
            08 Castilla - La Mancha;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.3;100.00;2.5;3.7
            09 Cataluña;2017;Ciencias sociales, periodismo y documentación;Hombres;10.32;1.6;91.77;3.4;4.4
            10 Comunitat Valenciana;2017;Ciencias sociales, periodismo y documentación;Hombres;25.00;1.5;66.66;4.2;3.1
            11 Extremadura;2017;Ciencias sociales, periodismo y documentación;Hombres;20.45;2.2;70.17;4.5;6.2
            12 Galicia;2017;Ciencias sociales, periodismo y documentación;Hombres;14.31;1.5;81.40;4.2;4.8
            13 Madrid, Comunidad de;2017;Ciencias sociales, periodismo y documentación;Hombres;11.29;1.9;73.86;2.6;5.4
            14 Murcia, Región de;2017;Ciencias sociales, periodismo y documentación;Hombres;11.19;2.0;78.81;2.9;2.9
            15 Navarra, Comunidad Foral de;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.3;76.61;4.3;4.8
            16 País Vasco;2017;Ciencias sociales, periodismo y documentación;Hombres;9.81;1.7;73.47;2.7;5.1
            17 Rioja, La;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;1.2;100.00;1.4;2.5
            18 Ceuta;2017;Ciencias sociales, periodismo y documentación;Hombres;0.00;7.5;100.00;8.9;6.4
            19 Melilla;2017;Ciencias sociales, periodismo y documentación;Hombres;19.30;2.9;100.00;3.2;9.1
            01 Andalucía;2017; Negocios, administración y derecho;Hombres;12.53;2.1;84.08;3.8;24.1
            02 Aragón;2017; Negocios, administración y derecho;Hombres;6.31;2.1;83.90;3.9;28.2
            03 Asturias, Principado de;2017; Negocios, administración y derecho;Hombres;9.35;1.6;71.98;2.6;21.7
            04 Balears, Illes;2017; Negocios, administración y derecho;Hombres;15.17;1.5;82.93;3.9;25.5
            05 Canarias;2017; Negocios, administración y derecho;Hombres;17.19;2.8;72.94;5.8;18.5
            06 Cantabria;2017; Negocios, administración y derecho;Hombres;5.27;2.6;79.03;5.5;29.8
            07 Castilla y León;2017; Negocios, administración y derecho;Hombres;8.75;1.0;80.17;2.8;25.1
            08 Castilla - La Mancha;2017; Negocios, administración y derecho;Hombres;11.75;1.2;86.31;3.0;27.5
            09 Cataluña;2017; Negocios, administración y derecho;Hombres;7.08;1.4;84.15;4.3;25.4
            10 Comunitat Valenciana;2017; Negocios, administración y derecho;Hombres;15.10;1.4;78.30;4.5;23.8
            11 Extremadura;2017; Negocios, administración y derecho;Hombres;15.20;0.5;95.50;3.4;25.8
            12 Galicia;2017; Negocios, administración y derecho;Hombres;11.83;1.1;74.77;3.9;24.9
            13 Madrid, Comunidad de;2017; Negocios, administración y derecho;Hombres;7.78;1.4;81.96;3.7;23.0
            14 Murcia, Región de;2017; Negocios, administración y derecho;Hombres;9.00;1.4;82.32;4.0;27.5
